column1,camis,violation_code,violation_description,action,score,inspection_type,grade,grade_date,inspection_date,critical_flag,record_date
15371,50060021,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,10,Cycle Inspection / Initial Inspection,N,NULL,2022-05-14 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15372,50077538,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Violations were cited in the following area(s).,22,Cycle Inspection / Initial Inspection,NULL,NULL,2019-04-30 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15373,50106569,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,12,Pre-permit (Operational) / Initial Inspection,A,2021-07-27 00:00:00.0000000,2021-07-27 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15374,50051451,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,24,Cycle Inspection / Initial Inspection,NULL,NULL,2019-08-19 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15375,40380182,09A,Canned food product observed dented and not segregated from other consumable food items.,Violations were cited in the following area(s).,9,Cycle Inspection / Initial Inspection,A,2019-08-07 00:00:00.0000000,2019-08-07 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15376,41185133,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,5,Cycle Inspection / Initial Inspection,A,2019-08-08 00:00:00.0000000,2019-08-08 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15377,41007533,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,16,Cycle Inspection / Initial Inspection,NULL,NULL,2019-09-03 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15378,50017151,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,26,Cycle Inspection / Re-inspection,Z,2022-06-07 00:00:00.0000000,2022-06-07 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15379,50107338,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,21,Pre-permit (Operational) / Initial Inspection,N,NULL,2022-01-11 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15380,50081712,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,40,Pre-permit (Operational) / Initial Inspection,NULL,NULL,2018-11-23 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15381,50104731,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,20,Pre-permit (Operational) / Compliance Inspection,NULL,NULL,2021-09-29 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15382,50102031,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,29,Cycle Inspection / Initial Inspection,N,NULL,2022-03-07 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15383,50077940,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,11,Cycle Inspection / Re-inspection,A,2019-09-10 00:00:00.0000000,2019-09-10 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15384,41596694,15F6,Workplace SFAA policy not prominently posted in workplace,Violations were cited in the following area(s).,NULL,Smoke-Free Air Act / Initial Inspection,NULL,NULL,2019-05-16 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15385,50051049,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,7,Cycle Inspection / Initial Inspection,A,2022-05-13 00:00:00.0000000,2022-05-13 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15386,41459743,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Violations were cited in the following area(s).,31,Cycle Inspection / Initial Inspection,NULL,NULL,2022-04-27 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15387,41640824,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,0,Cycle Inspection / Initial Inspection,NULL,NULL,2022-04-18 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15388,50017944,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Violations were cited in the following area(s).,55,Cycle Inspection / Initial Inspection,NULL,NULL,2018-06-27 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15389,50008280,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,10,Cycle Inspection / Initial Inspection,A,2019-10-23 00:00:00.0000000,2019-10-23 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15390,50054610,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Violations were cited in the following area(s).,11,Cycle Inspection / Re-inspection,A,2019-11-06 00:00:00.0000000,2019-11-06 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15391,40990299,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Violations were cited in the following area(s).,12,Cycle Inspection / Initial Inspection,A,2020-01-07 00:00:00.0000000,2020-01-07 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15392,50101309,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Violations were cited in the following area(s).,10,Pre-permit (Operational) / Initial Inspection,A,2019-12-07 00:00:00.0000000,2019-12-07 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15393,50079182,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,30,Cycle Inspection / Initial Inspection,NULL,NULL,2019-08-24 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15394,50017827,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Violations were cited in the following area(s).,22,Cycle Inspection / Initial Inspection,NULL,NULL,2022-07-11 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15395,50097037,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Violations were cited in the following area(s).,26,Pre-permit (Non-operational) / Initial Inspection,NULL,NULL,2019-09-23 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15396,41180080,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,20,Cycle Inspection / Initial Inspection,NULL,NULL,2022-04-01 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15397,50000040,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Violations were cited in the following area(s).,16,Cycle Inspection / Initial Inspection,NULL,NULL,2019-12-03 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15398,50000703,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Violations were cited in the following area(s).,29,Cycle Inspection / Initial Inspection,NULL,NULL,2022-07-20 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15399,50003242,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Violations were cited in the following area(s).,19,Cycle Inspection / Initial Inspection,NULL,NULL,2019-06-24 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15400,50077807,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,103,Cycle Inspection / Initial Inspection,NULL,NULL,2022-07-19 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15401,50100322,02B,Hot food item not held at or above 140º F.,Violations were cited in the following area(s).,19,Pre-permit (Operational) / Initial Inspection,N,NULL,2019-11-12 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15402,50033480,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,19,Cycle Inspection / Re-inspection,B,2019-10-07 00:00:00.0000000,2019-10-07 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15403,41193019,02B,Hot food item not held at or above 140º F.,Violations were cited in the following area(s).,7,Cycle Inspection / Re-inspection,A,2016-12-23 00:00:00.0000000,2016-12-23 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
