column1,camis,dba,boro,building,street,zipcode,phone,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,cuisine_description
241002,41376977,HAPPY GARDEN PALACE,Manhattan,54,EAST BROADWAY,10002,2129259888,40.71360397338867,-73.99565124511719,103,01,800,1003500,1002810025,MN27,Chinese
243386,41376986,WIMPYS RESTAURANT,Manhattan,23,EAST  109 STREET,10029,2123484252,40.79574966430664,-73.94857788085938,111,09,17401,1051601,1016150014,MN33,American
185789,41376994,CHIPOTLE MEXICAN GRILL,Manhattan,125,EAST   23 STREET,10010,2126736904,40.739723205566406,-73.98524475097656,105,02,6800,1087751,1008790014,MN21,Tex-Mex
234282,41376997,CHIPOTLE MEXICAN GRILL,Manhattan,274,MADISON AVENUE,10016,2126891245,40.75123977661133,-73.98043060302734,105,04,8200,1017598,1008690058,MN20,Tex-Mex
247776,41377019,FINO,Queens,3913,BELL BOULEVARD,11361,7182291330,40.76506805419922,-73.7717514038086,411,19,112300,4137621,4062410011,QN46,Mediterranean
224769,41377069,CATALDO'S RESTAURANT,Brooklyn,554,VANDERBILT AVENUE,11238,7188576700,40.680015563964844,-73.96802520751953,308,35,16300,3027875,3011370048,BK64,Italian
244638,41377107,CAFE CON LECHE,Queens,10203,ROOSEVELT AVENUE,11368,7184574967,40.7497444152832,-73.86394500732422,403,21,40700,4535535,4017700053,QN26,Bakery Products/Desserts
245207,41377172,GOLDEN FUNG WONG BAKERY,Manhattan,41,MOTT STREET,10013,2122674037,40.71514892578125,-73.99878692626953,103,01,2900,1001817,1001640030,MN27,Bakery Products/Desserts
234591,41377220,KARINA BAKERY,Manhattan,4187,BROADWAY,10033,2127404141,40.84792709350586,-73.9378890991211,112,10,26500,1064272,1021760074,MN36,Bakery Products/Desserts
189901,41377310,IL POETA,Queens,9804,METROPOLITAN AVENUE,11375,7185444223,40.71101760864258,-73.85447692871094,406,29,64500,4095119,4038930001,QN17,Italian
232152,41377321,DEILINE'S RESTAURANT,Bronx,1544,EAST  174 STREET,10472,7183284523,40.834354400634766,-73.87908935546875,209,18,5600,2094907,2038850001,BX08,Latin American
227859,41377382,MADDY'S,Brooklyn,36A,RALPH AVENUE,11221,7186221508,40.689083099365234,-73.9239501953125,303,41,38500,3044726,3016380046,BK35,Pizza
247989,41377474,BACK HOME II RESTAURANT,Bronx,750,EAST  169 STREET,10456,7185899851,40.83112716674805,-73.90018463134766,203,17,15100,2004753,2026630031,BX35,Caribbean
237612,41377598,L.A. BURRITO,Brooklyn,67,WILSON AVENUE,11237,7183814740,40.70225524902344,-73.9284439086914,304,34,42700,3072080,3031650001,BK77,Mexican
238912,41377624,HERO FACTORY,Bronx,904,EAST  149 STREET,10455,7189921556,40.810096740722656,-73.90314483642578,201,08,3100,2089854,2026010048,BX39,Sandwiches
232636,41377819,ATHENA MEDITERRANEAN CUISINE,Brooklyn,535,6 AVENUE,11215,7189654578,40.66492462158203,-73.98651885986328,306,39,14900,3023746,3010430009,BK37,Mediterranean
246145,41377918,WOODSIDE CAFE,Queens,6006,WOODSIDE AVENUE,11377,7188993499,40.745033264160156,-73.90421295166016,402,26,24900,4031423,4013350031,QN63,American
234897,41377952,DARBAR GRILL,Manhattan,157,EAST   55 STREET,10022,2127514600,40.759361267089844,-73.96944427490234,106,04,10000,1036516,1013100032,MN19,Indian
191027,41377997,RISPOLI PASTRY SHOP,Staten Island,1184,BAY STREET,10305,7182735300,40.614383697509766,-74.06636810302734,501,49,800,5042753,5028500030,SI37,Bakery Products/Desserts
231876,41378125,PUNTO DE SABOR,Manhattan,1464,ST NICHOLAS AVENUE,10033,2129282299,40.85072326660156,-73.93268585205078,112,10,26900,1063672,1021540068,MN35,Latin American
230909,41378141,DILEO'S PIZZERIA,Staten Island,2491,VICTORY BOULEVARD,10314,7187618888,40.610267639160156,-74.14640045166016,501,50,18901,5000000,5004860001,SI07,Pizza
246312,41378319,L'ARTUSI,Manhattan,228,WEST   10 STREET,10014,2122555757,40.73390197753906,-74.00517272949219,102,03,7300,1078172,1006190021,MN23,American
156840,41378691,WHITE CASTLE,Staten Island,2238,FOREST AVENUE,10303,7188161610,40.626914978027344,-74.16416931152344,501,49,30302,5149567,5016850074,SI12,Hamburgers
190814,41378724,SCHNIPPER'S QUALITY KITCHEN,Manhattan,620,8 AVENUE,10018,2129212400,40.75603103637695,-73.99065399169922,105,03,11300,1087186,1010127501,MN17,Hamburgers
240665,41378862,UMI SUSHI JAPANESE CUISINE,Brooklyn,215,BRIGHTON BEACH AVENUE,11235,7187693338,40.57648468017578,-73.96670532226562,313,48,36200,3244616,3086700049,BK19,Japanese
219044,41378990,APPLEBEE'S,Brooklyn,2201,NOSTRAND AVENUE,11210,3475053300,40.63103103637695,-73.9474868774414,314,45,77400,3396696,3075767501,BK42,American
228319,41379121,EDISON BALLROOM,Manhattan,240,WEST   47 STREET,10036,2122017650,40.75981140136719,-73.98609924316406,105,03,12500,1076192,1010180018,MN17,Asian/Asian Fusion
217339,41379215,POLLOS MARIO WOODHAVEN,Queens,6320,WOODHAVEN BOULEVARD,11374,7185652055,40.72396469116211,-73.86891174316406,405,30,67900,4069591,4029980028,QN21,Latin American
214975,41379274,DADDY'S CAFE,Brooklyn,1939,MCDONALD AVENUE,11223,7189985940,40.60527801513672,-73.97232818603516,315,44,42200,3177193,3066580072,BK25,American
231843,41379322,ARRIBA ARRIBA,Queens,40-15,QUEENS BOULEVARD,11104,7183495999,40.74378204345703,-73.92402648925781,402,26,18101,4002492,4001890045,QN31,Mexican
235807,41379435,MI CASA BAKERY,Bronx,18,EAST  200 STREET,10468,7187337895,40.872989654541016,-73.88892364501953,207,11,40701,2017612,2033200011,BX28,Bakery Products/Desserts
68594,41379821,MCDONALD'S,Bronx,1820,EASTCHESTER ROAD,10461,7182398660,40.849525451660156,-73.84500122070312,211,13,29600,2116279,2042260409,BX49,Hamburgers
212515,41379907,JASLOWICZANKA POLISH BAKERY,Brooklyn,163,NASSAU AVENUE,11222,7183890263,40.72509002685547,-73.94680786132812,301,33,57100,3066278,3026510030,BK76,Bakery Products/Desserts
122928,41380243,CARVEL,Queens,171-15,NORTHERN BOULEVARD,11358,7183599257,40.75792694091797,-73.7953109741211,407,19,117500,4438197,4053500001,QN51,Frozen Desserts
243429,41380245,RED LOTUS BAKERY & CAFE,Queens,25507,NORTHERN BOULEVARD,11362,7188190288,40.772029876708984,-73.73433685302734,411,19,147900,4169567,4081390048,QN45,Bakery Products/Desserts
236865,41380595,EL PRESIDENTE # 2 RESTAURANT,Bronx,4-10,EAST  208 STREET,10467,7186555245,40.88066482543945,-73.88330841064453,207,11,41900,2017755,2033260122,BX43,Latin American
247203,41380672,DON BURRITO RESTAURANT,Brooklyn,5,NEWKIRK PLAZA,11226,7184219525,40.63538360595703,-73.96279907226562,314,40,52000,3121177,3052360013,BK42,Tex-Mex
205448,41380675,MAMA RAO'S RESTAURANT & BAR,Brooklyn,6408,11 AVENUE,11219,7187452269,40.629119873046875,-74.00543975830078,310,38,21200,3141961,3057440049,BK30,Italian
232033,41380708,BURGER KING,Bronx,557,GRAND CONCOURSE,10451,7187086651,40.81904983520508,-73.92709350585938,204,08,6300,2001057,2023470024,BX63,Hamburgers
144336,41380710,POPEYES,Bronx,557,GRAND CONCOURSE,10451,7187086650,40.81904983520508,-73.92709350585938,204,08,6300,2001057,2023470024,BX63,Chicken
245776,41380885,MAMA TINA'S PIZZA,Manhattan,2649,FRDERICK DOUGLASS BOULEVARD,NULL,2123682820,0,0,NULL,NULL,NULL,NULL,1,NULL,Pizza
241240,41380930,INATESSO PIZZA BAR CASANO,Manhattan,28,WEST STREET,10006,2122678000,40.70695114135742,-74.01594543457031,101,01,1300,1000000,1000170045,MN25,Pizza
215275,41380933,INATTESO CAFE CASANO,Manhattan,38,WEST STREET,10006,2122677000,40.7068977355957,-74.01596069335938,101,01,1300,1087238,1000167514,MN25,Coffee/Tea
201325,41381168,SPUNTO,Manhattan,65,CARMINE STREET,10014,2122421200,40.729736328125,-74.00437927246094,102,03,6700,1009770,1005820042,MN23,Pizza
146249,41381177,CITY VIEW RACQUET CLUB,Queens,43-34,32 PLACE,11101,7183896252,40.745880126953125,-73.93240356445312,402,26,17900,4003434,4002450009,QN31,American
165975,41381267,DESNUDA,Manhattan,122,EAST    7 STREET,10009,2122543515,40.7263069152832,-73.98417663574219,103,02,3200,1005788,1004340025,MN22,Mexican
223912,41381287,SINGAS FAMOUS PIZZA,Queens,260-21,HILLSIDE AVENUE,11004,7183474300,40.73739242553711,-73.70806121826172,413,23,157902,4179400,4087720001,QN44,Pizza
242768,41381335,ISLAND ROTI SHOP,Queens,11811,ROCKAWAY BOULEVARD,11420,7186592906,40.67625045776367,-73.81995391845703,410,28,10200,4438883,4116620014,QN55,Caribbean
245963,41381373,WXOU RADIO,Manhattan,558,HUDSON STREET,10014,2122060381,40.73537063598633,-74.00601959228516,102,03,7300,1011281,1006220001,MN23,American
227897,41381542,MMM...THAT'S A WRAP,Queens,16312,CROSSBAY BOULEVARD,11414,7183229727,40.65205383300781,-73.83811950683594,410,32,89200,4448965,4140760055,QN57,American
161464,41381712,DANCING CRANE EXPRESS (Arsenal),Manhattan,830,5 AVENUE,10065,2122886077,40.767704010009766,-73.97051239013672,164,06,14300,1083811,1011110001,MN99,Coffee/Tea
189333,41381714,DANCING CRANE CAFE,Manhattan,830,5 AVENUE,10065,2122886077,40.767704010009766,-73.97051239013672,164,06,14300,1083811,1011110001,MN99,American
242718,41381813,SUSHI TIME,Queens,7242,AUSTIN STREET,11375,7182610111,40.718727111816406,-73.84129333496094,406,29,73700,4077933,4032557501,QN17,Japanese
219034,41381871,The Heritage Hotel,Manhattan,18,WEST   25 STREET,10010,2126453990,40.743324279785156,-73.98988342285156,105,03,5800,1015605,1008260055,MN13,American
245877,41381879,DUNKIN,Queens,13415,CROSSBAY BOULEVARD,11417,7183220792,40.67430877685547,-73.84319305419922,410,32,8600,4248073,4114930079,QN56,Donuts
180751,41381914,BATI,Brooklyn,747,FULTON STREET,11217,7187979696,40.68645095825195,-73.97476959228516,302,35,3500,3255888,3021167501,BK68,Ethiopian
199500,41382007,CASA LA FEMME,Manhattan,140,CHARLES STREET,10014,2125050005,40.73415756225586,-74.00798034667969,102,03,7500,1011761,1006317502,MN23,Egyptian
223109,41382108,PEARL DINER,Manhattan,212,PEARL STREET,10038,2123446620,40.707000732421875,-74.00637817382812,101,01,1502,1001133,1000700020,MN25,American
239316,41382150,SAPPHIRES EAST,Manhattan,333,EAST   60 STREET,10022,2124213600,40.76061248779297,-73.96238708496094,108,05,11000,1044200,1014350016,MN31,American
223191,41382158,DUNKIN,Queens,1311020,MERRICK BLVD,NULL,7185274653,0,0,NULL,NULL,NULL,NULL,4,NULL,Donuts
245005,41382168,PLANET WINGS,Staten Island,698,ARTHUR KILL ROAD,10308,7186089464,40.5601921081543,-74.1644058227539,503,51,14607,5073068,5054940055,SI54,Chicken
179389,41382211,MOON PALACE DELI,Brooklyn,496,ATLANTIC AVENUE,11217,7182228405,40.6856803894043,-73.98165893554688,302,33,3900,3000978,3001850015,BK38,American
203787,41382329,LAS CONCHITAS BAKERY,Brooklyn,4811,5 AVENUE,11220,9178157695,40.64609146118164,-74.00926971435547,307,38,9800,3348081,3007750004,BK34,Mexican
174037,41382526,JOEL'S BAKERY,Queens,1615,PALMETTO STREET,11385,3478013389,40.69990921020508,-73.91065979003906,405,34,54900,4082320,4034440027,QN20,Bakery Products/Desserts
202549,41382688,GUANTANAMERA,Manhattan,939,8 AVENUE,10019,2122625354,40.76572799682617,-73.98360443115234,104,03,13900,1080916,1010460036,MN15,Latin American
235473,41382696,CLARET WINE BAR,Queens,4602,SKILLMAN AVENUE,11104,7189377411,40.74653244018555,-73.91786193847656,402,26,25301,4001250,4001370027,QN31,American
247115,41382794,TIGRE'S PIZZA & RESTAURANT,Bronx,234,EAST  174 STREET,10457,7184663709,40.84470748901367,-73.90730285644531,204,15,22902,2007368,2027920037,BX41,American
198685,41382808,DOUX,Manhattan,59,WEST   21 STREET,10010,2123678300,40.74102783203125,-73.99232482910156,105,03,5800,1015518,1008230001,MN13,American
239763,41382811,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,1381,EAST GUNHILL ROAD,10469,7187981757,40.87014389038086,-73.84561157226562,212,12,35800,2061768,2047620024,BX03,Caribbean
188287,41382830,THE PERFECT PINT,Manhattan,203,EAST   45 STREET,10017,2128678159,40.75253677368164,-73.97267150878906,106,04,9000,1037598,1013190104,MN19,Irish
247898,41382840,SAM'S BAGEL,Brooklyn,7715,5 AVENUE,11209,7186805700,40.62778091430664,-74.02332305908203,310,43,13600,3149883,3059620005,BK31,American
232351,41382858,TACO VELOZ,Queens,8610,ROOSEVELT AVENUE,11372,9177755500,40.74803161621094,-73.87998962402344,404,21,26901,4037053,4015020006,QN29,Tex-Mex
235541,41382903,THE LEXINGTON SOCIAL,Manhattan,1634,LEXINGTON AVENUE,10029,6464100099,40.7904052734375,-73.94762420654297,111,08,16600,1051912,1016310016,MN33,American
233934,41382973,DUNKIN,Manhattan,466,10 AVENUE,10018,2125647613,40.755950927734375,-73.99813079833984,104,03,11100,1012882,1007340001,MN13,Donuts
203285,41383189,DUNKIN,Queens,3723,DITMARS BOULEVARD,11105,7182040115,40.77370834350586,-73.90726470947266,401,22,11300,4016057,4008080063,QN72,Donuts
227030,41383216,QUEEN SHEEBA RESTAURANT,Manhattan,317,WEST  141 STREET,10030,2128626149,40.82057571411133,-73.9444351196289,110,09,25900,1060736,1020430001,MN03,Middle Eastern
180807,41383227,LA NAZIONALE SOCCER CLUB,Queens,8013,MYRTLE AVENUE,11385,7184979069,40.7029914855957,-73.86801147460938,405,30,63500,4093557,4038310005,QN19,Italian
216319,41383250,OSAKA JAPANESE FUSION,Queens,2524,BROADWAY,11106,7187772662,40.7632942199707,-73.92820739746094,401,22,5300,4007160,4005800026,QN70,Japanese
247809,41383441,RUDDY AND DEAN,Staten Island,44,RICHMOND TERRACE,10301,7188164400,40.643924713134766,-74.07646942138672,501,49,300,5000070,5000070080,SI22,American
175323,41383548,BOQUERIA,Manhattan,171,SPRING STREET,10012,2123434255,40.7247428894043,-74.00232696533203,102,01,4900,1007737,1005020041,MN24,Spanish
226997,41383581,WINDIES RESTAURANT AND BAR,Queens,216-06,JAMAICA AVENUE,11428,7187369414,40.717552185058594,-73.73869323730469,413,27,56800,4230648,4107590151,QN34,Caribbean
234936,41383631,DUNKIN,Manhattan,130,CHURCH STREET,10007,2126083512,40.714012145996094,-74.0086669921875,101,01,2100,1001434,1001337504,MN24,Donuts
222059,41384019,LEGENDS NYC,Manhattan,6,WEST   33 STREET,10001,2129677792,40.74793243408203,-73.98546600341797,105,04,7600,1083631,1008340049,MN17,American
247487,41384147,DAFNI,Manhattan,325,WEST   42 STREET,10036,2123151010,40.75761795043945,-73.9906997680664,104,03,12100,1024941,1010330019,MN15,Greek
202301,41384170,RAINES LAW ROOM,Manhattan,48,WEST   17 STREET,10011,2122420600,40.73855972290039,-73.99378967285156,105,03,5400,1077228,1008180076,MN13,American
246377,41384237,CHICANITO,Bronx,435,EAST  153 STREET,10455,6467855832,40.81869125366211,-73.91575622558594,201,17,6700,2001377,2023750027,BX34,Mexican
210102,41384329,ICHI SUSHI I,Brooklyn,2040,86 STREET,11214,7183732929,40.60399627685547,-73.99726867675781,311,47,28800,3166938,3063760040,BK28,Japanese
219882,41384605,BALDOR SPECIALTY FOODS,Bronx,155,FOOD CENTER DRIVE,10474,7188609100,40.80972671508789,-73.87265014648438,202,17,11700,2101319,2027810500,BX27,Caribbean
231238,41384689,WASABI POINT,Queens,7618,WOODSIDE AVENUE,11373,7182051056,40.74342727661133,-73.88861846923828,404,25,48300,4037789,4015220009,QN50,Asian/Asian Fusion
234829,41384857,TONY'S PIZZA,Bronx,4189,WHITE PLAINS ROAD,10466,7185196043,40.893310546875,-73.857421875,212,12,42000,2063282,2048350001,BX44,Pizza
240502,41385076,TEN TAN,Bronx,3507,DEKALB AVENUE,10467,7182318883,40.882606506347656,-73.88017272949219,207,11,43100,2017788,2033280001,BX43,Chinese
142388,41385083,KOSHER PIZZA TIME,Brooklyn,1324,AVENUE J,11230,7182528801,40.624996185302734,-73.96295166015625,314,44,53400,3179949,3067150109,BK43,Pizza
239379,41385249,DRAGON GARDEN,Brooklyn,8024,18 AVENUE,11214,7182348288,40.61033248901367,-73.99907684326172,311,43,27600,3163298,3062840050,BK28,Chinese
244182,41385282,LALI'S RESTAURANT,Manhattan,630,10 AVENUE,10036,6462474023,40.7613525390625,-73.99420166015625,104,03,12100,1026429,1010540062,MN15,Latin American
126846,41385362,MCDONALD'S,Bronx,2630,JEROME AVENUE,10468,7182201982,40.86699676513672,-73.89775085449219,207,14,40100,2014133,2031910025,BX05,Hamburgers
213179,41385377,PICCOLO SOGNO PEZZERIA-TRATTORIA,Queens,19514,47 AVENUE,11358,7182241717,40.75254821777344,-73.78581237792969,411,20,142900,4126957,4056140036,QN48,Italian
242031,41385384,MIMI'S HUMMUS,Brooklyn,1209,CORTELYOU ROAD,11218,7182844444,40.64012145996094,-73.96687316894531,314,40,152200,3118320,3051430084,BK42,Middle Eastern
247866,41385639,BEST CHINESE RESTAURANT,Bronx,4004A,BOSTON ROAD,10475,7183792438,40.884437561035156,-73.83289337158203,212,12,46202,2072483,2052630059,BX13,Chinese
220287,41385657,HOWL AT THE MOON BAR & GRILL,Bronx,585,EAST  189 STREET,10458,7185617694,40.857601165771484,-73.88643646240234,206,15,38900,2099894,2030670069,BX06,American
239011,41385659,TONY & TINA'S PIZZA,Bronx,2483,ARTHUR AVENUE,10458,7187338094,40.85752868652344,-73.88589477539062,206,15,38900,2011957,2030670069,BX06,Pizza
150338,41385713,CAKE MIO BAKERY,Queens,45-10,104 STREET,11368,7187790271,40.74686050415039,-73.86016845703125,404,21,41300,4048638,4019800031,QN25,Bakery Products/Desserts
228244,41385943,CHINA HOUSE RESTAURANT,Bronx,484,EAST  138 STREET,10454,7186655878,40.80809020996094,-73.92052459716797,201,08,2500,2000262,2022820041,BX39,Chinese
235572,41385990,MITOUSHI JAPANESE SUSHI,Brooklyn,1221,QUENTIN ROAD,11229,7189989882,40.60797882080078,-73.960693359375,315,48,55400,3182345,3067750039,BK25,Japanese
237999,41386038,773 LOUNGE,Brooklyn,773,CONEY ISLAND AVENUE,11218,9173328721,40.63835525512695,-73.96852111816406,314,40,52600,3118598,3051530061,BK42,American
221964,41386105,GRACIE-MEWS RESTAURANT,Manhattan,1550,1 AVENUE,10028,2128612290,40.773441314697266,-73.95186614990234,108,05,13600,1050360,1015600001,MN32,American
201999,41386156,DOUBLE DRAGON RESTAURANT,Brooklyn,7714,13 AVENUE,11228,7182388818,40.61900329589844,-74.0087890625,310,43,20000,3161149,3062430043,BK30,Chinese
235082,41386380,FRANK'S,Brooklyn,465,COURT STREET,11231,7182540327,40.67723083496094,-73.99835968017578,306,39,7700,3336354,3004700001,BK33,American
211547,41386399,BONGOS,Manhattan,85,ORCHARD STREET,10002,4156865067,40.717864990234375,-73.99037170410156,103,01,1800,1005447,1004130043,MN27,New American
232094,41386400,KID'S FUNHOUSE,Queens,6269,FRESH POND ROAD,11385,7184185437,40.71239471435547,-73.90042877197266,405,30,61301,4087419,4036080018,QN20,American
236281,41386625,LILLIE'S RESTAURANT,Manhattan,13,EAST   17 STREET,10003,2123371970,40.737525939941406,-73.99127197265625,105,02,5200,1016116,1008460012,MN13,American
223046,41386642,RADIO STAR,Manhattan,3,WEST   35 STREET,10001,2125642520,40.74931716918945,-73.98458862304688,105,04,8400,1015897,1008370036,MN17,American
197547,41386957,WORLD ICE CAFE AT FLUSHING MEADOWS CORONA PARK AQUATIC CENTER,Queens,12540,ROOSEVELT AVENUE,11368,7187609001,40.75518035888672,-73.84371948242188,481,21,38302,4540097,4020180001,QN99,American
231489,41386974,FLIP,Manhattan,1000,3 AVENUE,10022,2127052991,40.76188659667969,-73.96634674072266,108,04,11402,1041904,1013940023,MN40,American
198074,41387010,SARAGHINA RESTAURANT,Brooklyn,435,HALSEY STREET,11233,7185740010,40.683448791503906,-73.93559265136719,303,36,27500,3335636,3016590044,BK35,Italian
240995,41387014,MALAY BAKERY,Brooklyn,6919,NEW UTRECHT AVENUE,11228,7182562626,40.620277404785156,-73.99864196777344,311,43,26200,3156599,3061580038,BK28,Chinese
231206,41387018,HANCO'S,Brooklyn,350,7 AVENUE,11215,7184998081,40.666202545166016,-73.98216247558594,306,39,15100,3022704,3010180041,BK37,Southeast Asian
243549,41387129,B'KLYN'S PIZZA JOINT,Brooklyn,1406,86 STREET,11228,7188371084,40.612586975097656,-74.0114974975586,311,43,17000,3165985,3063570030,BK27,Pizza
241814,41387173,LALI GURAS RESTAURANT,Queens,3763,76 STREET,11372,7184240017,40.747379302978516,-73.8896255493164,403,25,28700,4439248,4012870043,QN28,Other
247897,41387224,B AND B RESTAURANT,Manhattan,165,WEST   26 STREET,10001,6464298174,40.74553680419922,-73.99315643310547,105,03,9500,1015033,1008020006,MN17,African
223237,41387239,EL RINCON DE LA VIEJA BAKERY AND RESTAURANT,Queens,4186,BOWNE STREET,11355,9175631966,40.75749969482422,-73.82251739501953,407,20,85700,4117042,4051810048,QN22,Latin American
229245,41387292,JIB LANES,Queens,6719,PARSONS BOULEVARD,11365,7185910600,40.73349380493164,-73.81068420410156,408,24,122701,4438295,4067900022,QN38,American
244458,41387302,DUNKIN,Manhattan,4353,BROADWAY,10033,2129270203,40.85334014892578,-73.93412780761719,112,10,27100,1064428,1021800140,MN35,Donuts
228198,41387310,DUNKIN,Bronx,1,EAST  233 STREET,10470,7187983950,40.8954963684082,-73.87691497802734,212,11,44901,2018714,2033630023,BX62,Donuts
